"word"
"worm"
"chimpanzee"
"chicken"
"crocodile"
"horse"
"hamster"
"pig"
"orangutan"
"goat"
"lion"
"bear"
"panda"
"snake"
"hippopotamus"
"wolf"
"platypus"
"turtle"
"cheetah"
"zebra"
"cow"
